Job Title,Salary Estimate,Job Description,Rating,Pros,Cons,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Computer Vision/Machine Learning Engineer,-1,"Company Description
At Intuitive, we are united behind our mission: we believe that minimally invasive care is life-enhancing care. Through ingenuity and intelligent technology, we expand the potential of physicians to heal without constraints. As a pioneer and market leader in robotic-assisted surgery, we strive to foster an inclusive and diverse team, committed to making a difference. For more than 25 years, we have worked with hospitals and care teams around the world to help solve some of healthcare's hardest challenges and advance what is possible. Intuitive has been built by the efforts of great people from diverse backgrounds. We believe great ideas can come from anywhere. We strive to foster an inclusive culture built around diversity of thought and mutual respect. We lead with inclusion and empower our team members to do their best work as their most authentic selves. Passionate people who want to make a difference drive our culture. Our team members are grounded in integrity, have a strong capacity to learn, the energy to get things done, and bring diverse, real world experiences to help us think in new ways. We actively invest in our team members to support their long-term growth so they can continue to advance our mission and achieve their highest potential. Join a team committed to taking big leaps forward for a global community of healthcare professionals and their patients. Together, let's advance the world of minimally invasive care.
Travel Requirements:None Shift:Day",4.3,"Pros
""Great people"" (in 46 reviews)
""There’s a great culture at the company in my experience."" (in 41 reviews)
""Great benefits"" (in 26 reviews)
""Good work life balance"" (in 20 reviews)
""Good pay"" (in 22 reviews)","Cons
""They've destroyed all of the good culture that made Intuitive a good place to work (years ago)."" (in 41 reviews)
""Work life balance is tough to maintain"" (in 20 reviews)
""Low pay."" (in 22 reviews)","Intuitive
4.3","Sunnyvale, CA",5001 to 10000 Employees,1995,Company - Public,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
Senior Data Scientist (Local or Remote),$100K - $150K (Glassdoor est.),"(Local or Remote)

ROLE OVERVIEW
We're seeking a talented Senior Data Scientist to join our growing team. You'll play a critical role on our Data Science team and be instrumental in driving long-term growth for the company. The ideal candidate has strong analytical and problem-solving abilities and is excited by the opportunity to navigate large amounts of data to identify patterns, distill insights, and solve complex problems. This is a highly visible role with significant autonomy and the opportunity to work across several teams.
RESPONSIBILITIES",4.8,"Pros
""Well, the people are great and are also very fun to work/ not work with!"" (in 11 reviews)
""Great work/life balance."" (in 6 reviews)
""Great benefits and tons of room to grow."" (in 6 reviews)
""Transparency, Great Leadership, Great Values, Schedule Flexibility, Unlimited PTO, and it feels like our voices are heard and valued."" (in 5 reviews)
""lots of autonomy"" (in 12 reviews)","Cons
No Cons have been reported by the Glassdoor community.","Point Digital Finance, Inc.
4.8","Palo Alto, CA",201 to 500 Employees,2015,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
Data and Policy Analyst - Statistical Programmer,$63K - $87K (Glassdoor est.),"At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private clients, primarily in the area of health policy. This position is responsible for managing and analyzing data, researching and interpreting policy, and communicating findings to multiple audiences.

Data and Policy Analysts perform a wide array of functions as part of the research process. Those applicants interested in focusing on statistical programming help create and report descriptive statistic, conduct econometric and statistical analyses of data using statistical software such as SAS and STATA, interpret study specifications, research findings, and quantitative analyses for relevant audiences, develop research files from large confidential datasets, and perform other duties as assigned.

As we review your materials, we are looking for candidates who best exemplify the following qualifications:",3.6,"Pros
""amazing salary for the first couple years, and you're ok with working a bit more than 40 hours a week sometimes, then Acumen may be a great fit for you."" (in 29 reviews)
""1. good manager"" (in 14 reviews)
""Nice people and generous on H1B applications"" (in 27 reviews)
""good work life balance which is good"" (in 22 reviews)
""Good benefits"" (in 12 reviews)","Cons
""Starting salary is low."" (in 29 reviews)
""Your life quality hinges upon the quality of your supervisor; not everyone gets assigned good managers;"" (in 14 reviews)
""ish people in their 20s and 30s who are nice, have lots of fresh &amp; fun interests, and are happy to hang out.)"" (in 27 reviews)
""Bad work life balance."" (in 22 reviews)
""benefits are not competitive"" (in 12 reviews)",,"Burlingame, CA",501 to 1000 Employees,1996,Company - Private,National Agencies,Government & Public Administration,$10 to $25 million (USD)
Data Scientist,$81K - $111K (Glassdoor est.),"This position will be physically located in Boston, MA.
Are you passionate about the chance to bring your data quality improvement experience to a world class organization that is leading the way in both content and technology to serve and protect our citizens home and abroad? Do you have the skills necessary to manage, understand, and analyze in-house and customer data including text mining, developing predictive systems, risk scoring, creating efficient algorithms, data quality improvement and other related activities? Then Thomson Reuters Special Services (TRSS) is looking for you!
What You’ll Do: As a Data Scientist, you will be responsible for driving, identify, evaluate, design and implement statistical analyses of gathered open source, proprietary, and customer data to create analytic metrics and tools to support TRSS analysts, customers and existing product offerings. Successful candidates will have the opportunity to contribute directly to the features and capabilities deployed in our applications. They will work with customers to assist in gathering requirements and contributing to Statements of Work (SOWs) for new sales or POCs, and executing design post sale while getting deeply involved into the delivery of the proposed solutions. The role will interface with the customer and provide continuity of technical and data-exploration expertise to ensure we are delivering a workable solution that meets the customer requirements and technical capabilities. The position requires a proactive, mission-oriented person who strives to produce the best possible work for the customer.",3.7,"Pros
""decent salary"" (in 65 reviews)
""Work life balance is good"" (in 56 reviews)
""Friendly work environment"" (in 50 reviews)
""Good management is a great here"" (in 31 reviews)
""Good benefits"" (in 31 reviews)","Cons
""Low salary compared to other companies"" (in 65 reviews)
""work life balance is amazing"" (in 56 reviews)
""Management continued to only use corporate phrases of “we’re working on getting everyone market raises” but then nothing ever happened"" (in 31 reviews)
""No benefits as a contract worker (expected though)"" (in 31 reviews)","Thomson Reuters
3.7","McLean, VA",10000+ Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Data Scientist,-1,"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

We are seeking a practitioner to support an engagement to provide data analytics, grants risk management and research and assessment support to the Agency's grant making components. Expertise in data analytics skills will be critical. Ideally in the grants setting.

Analytics tools and platforms we will use include: Socrata, other statistical software (e.g., SAS, R Studio and/or Stata), Tableau, and MS Excel. Knowledge of advanced SQL/SOQL is a plus; as is familiarity with grants management and grants related compliance. Candidate must not only have strengths in data analysis but also interpretation, writing, and communication.

The team

Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.

Qualifications

Required:



Preferred:",4.0,"Pros
""Good work life balance compared to other companies in the industry"" (in 1130 reviews)
""Good salary for first job and the onboarding process is good (plus certifications)"" (in 895 reviews)
""Work Culture is Good and Prospering"" (in 775 reviews)
""good team and people within the team"" (in 620 reviews)
""Good benefits for employees even new hires"" (in 320 reviews)","Cons
""3. No work Life balance across all business lines (working more than 10+ hrs a day)"" (in 1130 reviews)
""Low salary and sometimes lol"" (in 895 reviews)
""Work culture is bad and needs to be improved"" (in 775 reviews)
""Working from home has impacted the ability to interact with the brilliant people who work for Deloitte."" (in 620 reviews)
""Not that much benefits and no learning curve"" (in 320 reviews)",,"Washington, DC",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD)
Sr Associate Data Scientist (REMOTE),$75K - $109K (Glassdoor est.),"Who Are We?
Taking care of our customers, our communities and each other. That’s the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it.
Compensation Overview
The annual base salary range provided for this position is a nationwide market range and represents a broad range of salaries for this role across the country. The actual salary for this position will be determined by a number of factors, including the scope, complexity and location of the role; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. As part of our comprehensive compensation and benefits program, employees are also eligible for performance-based cash incentive awards.
$96,800.00 - $159,700.00
1
Travelers Data Scientists are taking the organization to the next level of intelligence by using advanced statistical techniques and machine learning algorithms. As Sr. Associate Data Scientist, you will analyze large, complex data sources to generate actionable insights and solutions that will enhance our customer experience. You will work with business partners to develop an understanding of business needs and opportunities for data analysis and experiments. Leverage your expanding technical and business knowledge to build models that solve key business problems.
This position may be based 100% remotely or in one of our offices. #LIRemote #LIHybrid




0",3.4,"Pros
""Great culture"" (in 13 reviews)
""Great people"" (in 11 reviews)
""Great benefits and PTO"" (in 10 reviews)
""A reasonable work/life balance is encouraged"" (in 10 reviews)
""Great opportunity, interesting job, good pace for training role."" (in 13 reviews)","Cons
""Very big on 'corporate culture' and an extremely large company, so it can be difficult to find a good network of peers within your area of the business."" (in 13 reviews)","The Travelers Companies, Inc.
3.9","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Machine Learning Engineer/ Scientist,Employer Provided Salary:$100K - $160K,"Who you are
You are a Machine Learning scientist/engineer who has demonstrable mastery in both mathematical foundations and algorithm development in machine learning and numerical methods. You enjoy solving hard problems, writing high-quality code and are excited to be part of a startup building a platform using pharmacological datasets, genomics, chemistry, physics, and machine learning to revolutionize the creation of new medicines. You care deeply about helping people through the development of novel therapeutics.
You are passionate about working closely with experimentalists to iteratively build models through a continuous conceptualize/build/test/re-conceptualize cycle. You excel at developing concepts by understanding research literature, exploring new libraries and tools, and discussing with research scientists in ML. You are capable and motivated to quickly get up to speed with relevant concepts in physics, chemistry and biology, so that you can effectively discuss your modeling efforts with research scientists in these fields. You can work independently to turn concepts into ML-models and test these models on synthetic data that you generate as well as data obtained from experiments at Creyon and externally. You feel ownership of the models that you develop and are comfortable using these models to recommend follow-on experiments. You are comfortable working in multiple software languages and can learn new ones as needed, and have experience in at least one compiled language (Rust, C++, Java, etc.).",-1,-1,-1,"Creyon Bio, Inc.",Remote,Unknown,Company - Public,Unknown / Non-Applicable,-1,-1,-1
"Analyst I, Data Science-Global Strategic Analytics",Employer Provided Salary:$102K - $143K,"This is a range posting. The actual internal level/grade and compensation for this role will depend on the candidate's geographic location, overall experience, and skill level.
Job Summary:
Join a high-energy data science and business experts in Liberty Mutual Global Risk Solutions (GRS) Advanced Analytics Hub as we drive business value and innovation through analytics. Using enterprise-caliber data science tools, you will work on projects/initiatives for the design, development, and delivery of advanced analytics solutions and predictive models that enable the business to make data-based decisions. As part of the Global Strategic Analytics team you will research, prototype, architect, and deploy complex analytics to create high-impact business value. In additional to collaboration with other team members, you will have high-profile engagement across the enterprise including Underwriting, Pricing, Tech and other functions.
The Analyst I, Data Science gains experience in collaborating with business partners to develop predictive analytic solutions that enable data driven strategic decision making. This role utilizes data science techniques to manipulate large structured and unstructured data sets, identify patterns in raw data, and develop models to predict the likelihood of a future outcome and/or to optimize business solutions.







16",3.9,"Pros
""Flexibility and good work life balance"" (in 42 reviews)
""Great people"" (in 28 reviews)
""Good people, decent culture, extremely chill environment if you'd like it to be"" (in 24 reviews)
""good benefits"" (in 19 reviews)
""Good Salary"" (in 20 reviews)","Cons
""Not much if you like great work life balance"" (in 42 reviews)
""Slow Political cronyism cafeteria bad culture"" (in 24 reviews)
""salary is bit low compared to others"" (in 20 reviews)",,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Healthcare Data Scientist,Employer Provided Salary:$30 - $70 Per Hour,"ACM Analytics is seeking a Data Scientist to support our data analytics work. ACM Analytics is a certified woman- and minority-owned small business providing a wide array of data analytic services to commercial clients and government agencies. Our cross-industry experience allows us to provide innovative methodologies and result-based solutions that are both efficient and adaptable. You will be part of a small collaborative team passionate about their work.
Qualifications
· MS in Data Science, Computer Science, Engineering, Health Services, Statistics, or Mathematics.
· 3 + years of programming experience with Python, R. Experience with AWS platform and Microsoft SQL is a plus.
· 5+ years’ experience extracting meaning from and interpreting data using tools and methods from statistics and machine learning.",-1,-1,-1,"ACM Analytics, LLC",Remote,-1,-1,-1,-1,-1,-1
"Assistant Director, Data Science-Global Strategic Analytics",Employer Provided Salary:$131K - $185K,"Note: This is a range posting. The actual internal level/grade and compensation for this role will depend on the candidate's geographic location, overall experience, and skill level.
Job Summary:
Join a high-energy data science and business experts in Liberty Mutual Global Risk Solutions (GRS) Advanced Analytics Hub as we drive business value and innovation through analytics. Using enterprise-caliber data science tools, you will work on projects/initiatives for the design, development, and delivery of advanced analytics solutions and predictive models that enable the business to make data-based decisions. As part of the Global Strategic Analytics team you will research, prototype, architect, and deploy complex analytics to create high-impact business value. In additional to collaboration with other team members, you will have high-profile engagement across the enterprise including Underwriting, Pricing, Tech and other functions.
The Assistant Director, Data Science collaborates with business partners to develop predictive analytic solutions that enable data-driven strategic decision-making. This role utilizes data science techniques to manipulate large structured and unstructured data sets, identify patterns in raw data, and develop models to predict the likelihood of a future outcome and/or to optimize business solutions.







18",3.9,"Pros
""Flexibility and good work life balance"" (in 42 reviews)
""Great people"" (in 28 reviews)
""Good people, decent culture, extremely chill environment if you'd like it to be"" (in 24 reviews)
""good benefits"" (in 19 reviews)
""Good Salary"" (in 20 reviews)","Cons
""Not much if you like great work life balance"" (in 42 reviews)
""Slow Political cronyism cafeteria bad culture"" (in 24 reviews)
""salary is bit low compared to others"" (in 20 reviews)",,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Data Scientist - Role can be remote,$76K - $114K (Glassdoor est.),"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International & Diagnostics, Kinship. Under this new organization of Petcare Product and Service brands, we launched our Strategy in 2018 with an objective to “Create a Better World for Pets by extending global leadership in Nutrition, Health and Services powered by Data”.
With the breadth and scale of our Petcare businesses we have unique and unrivalled data assets. The potential to create benefits for Pets and sustainable competitive advantage is huge and we need to seize this opportunity now.
Our data assets consist of Veterinary data including appointment and invoice details as well as the medical histories and diagnostic details this provides. We have breed and disease marker data from our DNA diagnostics business (Wisdom Health), Location and Activity Tracking data from our Whistle business. From our nutrition businesses we have sales data, some consumer data as well as valuable information about retailers, Veterinarians, Breeders and Shelters. We also have third party data providing us with product purchasing insights and the potential to develop deeper and broader views into Petcare shopping through collaboration and D2C engagement.",4.2,"Pros
""Great people to work with, fairly good benefits"" (in 17 reviews)
""great people to work with"" (in 19 reviews)
""Great culture and place to work"" (in 17 reviews)
""the work life balance is great"" (in 14 reviews)
""Direct manager is excellent."" (in 10 reviews)","Cons
""Obviously no benefits because of the nature of the contract position."" (in 17 reviews)
""Work life balance can be challenging, expectations sometimes unrealistic."" (in 14 reviews)
""the manager doesn't want to spend time on training, expect you have hands"" (in 10 reviews)",,"Franklin, TN",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist - Mid Level,Employer Provided Salary:$202K,"We look forward to you bringing your talent to add to our team supporting a robust, world-wide national intelligence program providing mission application design, development, engineering and integration services in support of the U.S. Intelligence Community. Peraton, a recognized leader in Cyber, Digital Transformation, Cloud, Operations and Engineering, is seeking skilled Data Scientists to join our team of professionals delivering technology services and capabilities in defense of the nation. You would be joining a team of professionals with over 10 years of outstanding support developing and sustaining mission critical and mission essential applications to prevent strategic surprise and deliver a decision advantage to warfighters, defense planners, and policy makers. We take pride that our users include warfighters and interagency partners that defend America’s national security interests. We are committed to investing in you and your family through paid benefits, competitive total compensation, challenging opportunities and career growth opportunities. If you are ready to be challenged, advance your career, passionate about making a difference, and are excited to support our country’s defense and intelligence missions, we are ready to talk to you!",3.6,"Pros
""Primarily work from home."" (in 33 reviews)
""Benefits are good and affordable"" (in 21 reviews)
""The pay was decent."" (in 27 reviews)
""It had flexible hours and good management"" (in 19 reviews)
""Training was fun and easy ."" (in 15 reviews)","Cons
""great benefits and opportunities for advancement"" (in 21 reviews)
""Low Pay."" (in 27 reviews)
""management promises big but has never (at least in my 4 years) upheld their end"" (in 19 reviews)
""Mandatory training but that is typical with these types of company's"" (in 15 reviews)","Peraton
3.6","Herndon, VA",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
Data Scientist,-1,"MILLENNIUM TRUST COMPANY is a rapidly-growing, leading financial services company offering specialized retirement and institutional services. Whether clients are managing corporate retirement assets, running a business or wanting choice beyond traditional asset options, we provide flexible and digital solutions to support our clients’ success. Ultimately, we aim to educate and increase access to investments to help our clients on their journey to retirement readiness, but do not provide investment advice.
Millennium Trust has experienced year-to-year double digit growth and prides itself on its strong, progressive culture. We have been recognized for our tremendous growth on lists, such as Crain’s Fast 50 and Inc. 5000, and have also been recognized for our positive workplace culture on the 2019 Best Places to Work in Illinois list, as well as the 2019 Model Workplace Award and 2018 Champion for Young Professionals Award from the Greater Oak Brook Chamber of Commerce. Millennium Trust employees live out the values of Do Right, Excel, Collaborate, Innovate and Celebrate and deliver the brand promise of going “Above and Beyond,” so each client experiences the highest level of service.
We are always looking to expand our growing team with dynamic and enthusiastic individuals. If you enjoy a collaborative, fun environment that encourages career development, Millennium Trust is the place for you!

You will be part of a team building best in class statistical models to deliver new business insights, developing, testing and validating unsupervised modeling techniques and creating and developing long term tools to continually evolve business capabilities.",3.7,"Pros
No Pros have been reported by the Glassdoor community.","Cons
""Benefits were extremely high but they are looking to change in upcoming enrollment"" (in 1 reviews)","Millennium Trust Company
3.7",Remote,201 to 500 Employees,2000,Company - Private,Investment & Asset Management,Financial Services,$100 to $500 million (USD)
Data Scientist / Machine Learning Engineer,-1,"Job purpose
Bright Apps LLC is seeking a driven, creative, inquisitive, and focused Data Scientist to join our team. This role will support Bright Apps LLC, lending technical knowledge and analytical expertise, helping develop products that drive the business forward.
We are looking for a problem-solver. You must be curious and focused on the future to excel in this position. A strong candidate will dive into new technologies, applying them to current needs while never losing sight of future innovations.
The perfect candidate will push the boundaries of what’s possible while executing current long-term objectives. This position will work both on Brights Apps government AI work in addition to internal Bright Apps Projects.
This data scientist will report to the CTO to brainstorm, present concepts, and work products, driving innovation forward. This position requires professionalism, understanding and the ability to deliver information clearly and concisely. The perfect candidate will feel comfortable presenting projects to diverse audiences while also taking constructive feedback and have a willingness to collaborate.",-1,-1,-1,Bright Apps LLC,"San Francisco, CA",-1,-1,-1,-1,-1,-1
Data Scientist/Sr. Data Scientist,-1,"Job Summary
Employs scientific methods and data-discovery tools to find new patterns, insights and relationships in big data; extracts meaningful information from multiple large data sets; develops solutions that quickly and visually communicate results; acts as a subject matter expert in data structure and storage; collaborates closely with IT departments.
Essential Functions
Performs both qualitative analysis (e.g., content analysis, phenomenology, hypothesis testing) and quantitative analysis (e.g., clustering regression, pattern recognition, descriptive and inferential statistics) on large data sets to understand trends and relationships between variables to gain predictive insights.",3.4,"Pros
""Good pay and a great team work enviorment."" (in 9 reviews)
""Very friendly colleagues and relaxed atomosphere conducive to learning"" (in 3 reviews)
""Lots of employee benefits, perks."" (in 2 reviews)
""Excellent culture"" (in 2 reviews)","Cons
""Low pay"" (in 9 reviews)
""Work life balance during peak season is horrible"" (in 1 reviews)","FedEx Ground
3.4",Remote,10000+ Employees,2000,Subsidiary or Business Segment,Taxi & Car Services,Transportation & Logistics,$10+ billion (USD)
Senior Data Scientist,-1,"For more than 20 years, PointClickCare has been the backbone of senior care. We’ve amassed the richest senior care dataset making our market density untouchable and our connections to the healthcare ecosystem exponentially more powerful than those of any other platform.

With Collective Medical & Audacious Inquiry, we’ve become the most expansive, full-continuum care collaboration network, offering care teams immediate, point-of-care access to deep, real-time insights at every stage of a patient’s journey.

For more information on PointClickCare, please connect with us on Glassdoor and LinkedIn.

*This position is remote for candidates living in North America*

Position Summary:
As the Senior Data Scientist/Informaticist on the Decision Intelligence Platform Team, you will lead Predictive and Prescriptive Analytics Vision, Strategy and Roadmap for our Decision Intelligence Platform Systems and Packaged Insights. Your direct customers will be Product Leadership and your indirect customers will be end users, engineering, and technologists. You will play an instrumental role in enabling the organization to bring new analytics solutions to market that transform the way healthcare is provided.",4.3,"Pros
""Work life balance, great place"" (in 2 reviews)
""Subsidized cafeteria"" (in 6 reviews)
""Great culture, fun office environment, WFH"" (in 1 reviews)","Cons
""Work life balance can be difficult."" (in 2 reviews)
""Nothing really nice to their Employees."" (in 2 reviews)
""Slightly lower bonus target at middle management"" (in 1 reviews)",,Remote,1001 to 5000 Employees,2000,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
"AI/ML - Annotation Analyst, Hebrew Language",-1,"Summary
Posted: Jun 21, 2022
Weekly Hours: 40
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. The people here at Apple don’t just craft products - they build the kind of wonder thatʼs revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Are you interested in being part of a team that continues to innovate the way people and machines interact? The launch of Siri was a defining moment in the history of Artificial Intelligence. Siri offers a faster, easier way to get things done on your Apple devices, even before you ask. Millions of people now use Siri to send messages, play their favorite song or even take a selfie. The AI/ML team is passionate about technology with a focus on enriching the customer experience. We are looking for a motivated Annotation Analyst that demonstrates active listening, integrity, acute attention to detail, and is passionate about impacting our customer's experience. Bring passion and dedication to your job and there's no telling what you could accomplish. This position is located at the Apple corporate campus in San Diego, CA.",4.2,"Pros
""work life balance is good"" (in 377 reviews)
""Good benefits and TC as APPL is increasing and lots of new interesting projects"" (in 267 reviews)
""it was manageable and the pay was good"" (in 434 reviews)
""Great people to work for and with"" (in 390 reviews)
""Great WLB and culture to work with"" (in 322 reviews)","Cons
""no work life balance is maintaned"" (in 377 reviews)
""Not much responsibility and no benefit"" (in 267 reviews)
""The pay is low especially when living in San Diego where rent and housing cost is super inflated."" (in 434 reviews)
""People are basically slaves of the products."" (in 390 reviews)
""bad atmosphere and culture of toxicity"" (in 322 reviews)","Apple
4.2","San Diego, CA",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Jr. Machine Learning Data Scientist - Python / R,$91K - $130K (Glassdoor est.),"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.



Deloitte is looking for a Data Scientist to join our team and help accelerate mission critical needs of our Government and Public Services Client teams.

Our Data Scientists apply advanced exploitation methods, models, and emerging technologies and work side-by-side with mission customers and fellow analytics team members to drive data science support to the entire intelligence cycle.



The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.





















At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs, our professionals have a variety of opportunities to continue to grow throughout their career.
#LI-BL2",4.0,"Pros
""Good work life balance compared to other companies in the industry"" (in 1130 reviews)
""Good salary for first job and the onboarding process is good (plus certifications)"" (in 895 reviews)
""Work Culture is Good and Prospering"" (in 775 reviews)
""good team and people within the team"" (in 620 reviews)
""Good benefits for employees even new hires"" (in 320 reviews)","Cons
""3. No work Life balance across all business lines (working more than 10+ hrs a day)"" (in 1130 reviews)
""Low salary and sometimes lol"" (in 895 reviews)
""Work culture is bad and needs to be improved"" (in 775 reviews)
""Working from home has impacted the ability to interact with the brilliant people who work for Deloitte."" (in 620 reviews)
""Not that much benefits and no learning curve"" (in 320 reviews)",,"Washington, DC",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD)
Python Data Scientist w/ Cloud & Machine Learning,-1,"Location: REMOTE
Description: Our client is currently seeking a Python Data Scientist w/ Cloud & Machine Learning


Must be able to code during interview
Data Scientist
Python
Simpson’s Paradox
List reversal
Inverse of the identity Matrix
Must convert pseudocode to python




vkumar02@judge.com",3.8,"Pros
""Good people and friendly contact"" (in 2 reviews)
""Good benefits and a decent package"" (in 2 reviews)","Cons
No Cons have been reported by the Glassdoor community.","The Judge Group
3.8",Remote,1001 to 5000 Employees,1970,Company - Private,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD)
Senior Data Scientist/Modeling Researcher,Employer Provided Salary:$120K,"Senior Data Scientist/Modeling Researcher
New Light Technologies Inc. (NLT), a leading provider of integrated science, technology, and mission services based in Washington DC, is currently seeking a Senior Data Scientist/ Modelling Researcher to support research, design, and development of statistical data science methods and predictive models that improve the quality and efficiency of national socio-economic surveys.
Working alongside stakeholders in federal agencies, leading academic institutions, and the private sector industry, the candidate will act as a Senior Data Scientist/Modelling Researcher to integrate disparate big data including various administrative, survey, and other available datasets to develop methods to improve prediction of survey response propensities. The candidate will help design, document, develop, improve, and support work through the project lifecycle from requirements gathering to deployment and work collaboratively with a team to determine the design and engineering options that best meet the business requirements and communications goals.",5.0,"Pros
""Very horizontal; the president of the company works alongside the workers, most of whom have a high level of technical expertise, and since the different areas of technology have a lot of interdependency, there's a great deal of information"" (in 1 reviews)","Cons
""The free flow of information can make it difficult to bubble it all up into coherent stores of information, and giving autonomy to strong project leads inevitably leads to different ways to organize this information."" (in 1 reviews)","New Light Technologies, Inc.
5.0",Remote,1 to 50 Employees,Company - Private,Accounting & Tax,Financial Services,$1 to $5 million (USD),-1
